0,5016
0,5130
0,5239
0,5247
0,5262
0,5263
0,5297
0,5396
0,5445
0,5448
0,5452
0,5460
0,5467
0,5470
0,5477
0,5547
0,5590
0,5716
0,5727
0,5833
0,5943
0,6359
0,6404
0,6438
0,6445
0,6448
0,6451
0,6468
0,6473
0,6475
0,6560
0,6638
0,6640
0,6660
0,6770
0,6796
0,6836
0,6914
0,6975
0,6987
0,7181
0,7292
0,7343
0,7365
0,7460
0,7472
0,7529
0,7560
0,7569
0,7620
0,7662
0,7664
0,7679
0,7687
0,7688
0,7691
0,7720
0,7846
0,7875
0,8019
0,8049
0,8080
0,8184
0,8185
0,8234
0,8321
0,8332
0,8679
0,8732
0,8792
0,8914
0,8955
0,9025
0,9029
0,9036
0,9038
0,9048
0,9060
0,9062
0,9063
0,9082
0,9091
0,9186
0,9275
0,9278
0,9390
0,9441
0,9589
0,9612
0,9636
0,9739
0,9745
0,9819
0,9822
0,9827
0,9969
0,10035
1,5121
1,5342
1,5350
1,5418
1,5590
1,5824
1,6052
1,6062
1,6605
1,7503
1,7597
1,7759
1,8038
1,8241
1,8266
1,8753
1,8907
1,8922
1,8993
1,9138
1,9190
1,9253
1,9456
1,9470
1,9625
1,9704
1,9832
1,9891
1,9945
2,5019
2,5023
2,5115
2,5158
2,5174
2,5390
2,5400
2,5493
2,5506
2,5585
2,5672
2,5687
2,5690
2,5730
2,5825
2,5829
2,5901
2,5937
2,5954
2,5957
2,6108
2,6133
2,6171
2,6182
2,6183
2,6342
2,6381
2,6460
2,6470
2,6473
2,6484
2,6601
2,6796
2,6848
2,6849
2,6850
2,6870
2,6907
2,6915
2,6916
2,6927
2,6964
2,7151
2,7175
2,7183
2,7230
2,7335
2,7353
2,7407
2,7460
2,7533
2,7598
2,7730
2,7732
2,7735
2,7745
2,7789
2,7842
2,7853
2,7876
2,7884
2,7907
2,7909
2,7925
2,7987
2,8019
2,8058
2,8124
2,8162
2,8193
2,8270
2,8320
2,8370
2,8374
2,8375
2,8416
2,8419
2,8446
2,8564
2,8605
2,8606
2,8741
2,8856
2,8925
2,8988
2,9050
2,9069
2,9076
2,9078
2,9079
2,9090
2,9161
2,9180
2,9198
2,9209
2,9247
2,9371
2,9394
2,9487
2,9545
2,9579
2,9582
2,9584
2,9591
2,9595
2,9616
2,9625
2,9652
2,9665
2,9684
2,9779
2,9821
2,9860
2,9869
2,9891
2,10025
2,10034
3,5506
3,6182
3,6342
3,6470
3,6473
3,6484
3,6796
3,6848
3,6849
3,6850
3,7335
3,7533
3,7730
3,7732
3,7735
3,7876
3,7907
3,7925
3,8270
3,8370
3,8419
3,8564
3,8856
3,8925
3,9079
3,9247
3,9371
3,9487
3,9616
3,9684
3,9891
3,10034
4,5019
4,5158
4,5174
4,5390
4,5493
4,5506
4,5687
4,5730
4,5825
4,5957
4,6182
4,6183
4,6342
4,6381
4,6470
4,6473
4,6484
4,6601
4,6796
4,6848
4,6849
4,6850
4,6870
4,6927
4,7151
4,7183
4,7230
4,7335
4,7353
4,7460
4,7533
4,7598
4,7730
4,7732
4,7735
4,7745
4,7876
4,7884
4,7907
4,7909
4,7925
4,7987
4,8124
4,8162
4,8270
4,8370
4,8375
4,8419
4,8564
4,8741
4,8856
4,8925
4,9069
4,9076
4,9079
4,9090
4,9161
4,9198
4,9209
4,9247
4,9371
4,9487
4,9584
4,9591
4,9616
4,9625
4,9652
4,9665
4,9684
4,9779
4,9821
4,9891
4,10034
5,6078
5,6096
5,6422
5,6879
5,7207
5,8282
5,8646
5,8778
5,8855
5,8939
5,9229
5,9625
6,6901
7,5076
7,5125
7,5303
7,5324
7,5369
7,5381
7,5413
7,5486
7,5487
7,5488
7,5649
7,5755
7,5837
7,5855
7,5878
7,5950
7,5976
7,5988
7,6106
7,6193
7,6328
7,6386
7,6411
7,6462
7,6463
7,6464
7,6465
7,6472
7,6632
7,6860
7,6865
7,6892
7,6909
7,6959
7,6991
7,6998
7,7002
7,7006
7,7307
7,7350
7,7435
7,7461
7,7472
7,7596
7,7644
7,7721
7,7722
7,7723
7,7724
7,7753
7,7774
7,7808
7,7882
7,8057
7,8068
7,8137
7,8328
7,8470
7,8595
7,8611
7,8664
7,8766
7,8965
7,8976
7,8977
7,9068
7,9069
7,9070
7,9116
7,9120
7,9260
7,9405
7,9548
7,9681
7,9767
7,9790
7,9863
8,5000
8,5378
8,5505
8,5562
8,5793
8,5995
8,6378
8,6557
8,6780
8,7011
8,7033
8,7603
8,7610
8,7746
8,7748
8,7825
8,8082
8,8091
8,8340
8,8573
8,8971
8,9082
8,9150
8,9391
8,9662
8,9871
9,5000
9,5378
9,5505
9,5515
9,5562
9,5793
9,5995
9,6106
9,6378
9,6474
9,6557
9,6778
9,6780
9,7011
9,7603
9,7610
9,7746
9,7748
9,7825
9,8082
9,8340
9,8573
9,8971
9,9082
9,9099
9,9150
9,9391
9,9662
9,9937
